Tiempo_s,COM4_uV,COM7_uV
5.564,-0.46050110152049717,-2.75274676184209
5.568,-2.583231812505881,-0.22661159853210222
5.572,-2.683006125941644,-0.09518387849394117
5.576,-0.6566853671014781,-2.971385142299283
5.58,0.6094596230126323,0.26544038929775127
5.584,-1.76871613390052,3.2559278993507306
5.588,-5.005151552235093,-5.217375561832604
5.592,-3.574288503592467,-13.421771829305172
5.596,0.49224068429069234,-5.8519106264571406
5.6,0.3654799620526017,7.088567550558523
5.604,-3.32038563106572,6.357097358730734
5.608,-4.7579170109958575,-6.295732617284578
5.612,-3.9356484394301594,-13.504630980454472
5.616,-3.9753692041208506,-7.399001912995118
5.62,-3.213915305881576,1.4961665957433752
5.624,-0.046011271739694326,2.4028886719605467
5.628,2.0148382756272243,-0.1706952551917169
5.632,1.3226141654074182,0.369837260590856
5.636,0.766283296586407,0.7653249721907116
5.64,0.9196457012399133,-0.5101189271778068
5.644,0.5916504169601664,-0.14784030262736536
5.648,0.7922947124457815,-0.13121289075697007
5.652,0.27174044087178695,-1.4087732890476587
5.656,-3.636913893794594,0.8317335179159357
5.66,-7.214935180816443,3.5926458046016165
5.664,-6.264546350862877,0.017559993876091085
5.668,-5.0769787310831065,-3.719992077349964
5.672,-7.1518034038408205,-0.6899887525431225
5.676,-7.824847158582853,0.9498740277433839
5.68,-4.820143704633911,-4.206337995121508
5.684,-2.800777506538147,-6.867586137472891
5.688,-3.398604770617344,-4.088419229788698
5.692,-2.963043436763464,-6.501476288990297
5.696,-1.005364387211102,-13.719084991708428
5.7,-1.2329107989207913,-11.09222329435292
5.704,-3.9151779966979396,0.1272646032066831
5.708,-5.097588096079418,1.3899200118455397
5.712,-3.915517426944564,-7.677234864098153
5.716,-3.238855755778014,-9.074758445552327
5.72,-3.419268210798247,-1.3889627348853608
5.724,-2.945626414298895,1.9314448423046855
5.728,-2.4890011332439625,-1.1418536251949547
5.732,-2.386610261037654,-4.533983196282797
5.736,-1.363082025704582,-5.630969420485869
5.74,-0.31080009820184795,-3.2843465706014783
5.744,-1.3996727136034073,-0.8389249280668452
5.748,-3.98191449149705,-2.544539059723519
5.752,-5.782527509676273,-3.6805828071896656
5.756,-6.083822349060768,-2.654177717722071
5.76,-5.454204503189546,-6.953169017618563
5.764,-4.211270093370473,-12.68800870696272
5.768,-2.7845697441608395,-8.865140489081945
5.772,-2.1067703391378925,-1.793780760739807
5.776,-1.5090762689394706,-2.088632910945087
5.78,0.9079284618691679,-4.124392029697901
5.784,3.271054494288532,-2.016723410689089
5.788,1.6190764208090098,-0.5949752993453927
5.792,-1.8783803064076334,-1.1662932907375847
5.796,-1.7278703472869283,-0.31407095690250486
5.8,1.1002798975040928,-0.07716846282030332
5.804,1.849716348635953,-2.8896583230180966
5.808,0.4576184533875063,-4.835286878327302
5.812,-0.006464468329554052,-3.495580211066631
5.816,1.0313665594420445,-2.382600263699203
5.82,1.9459865350007797,-1.7989326427288361
5.824,2.03929996543866,1.3720736495798462
5.828,1.9740244187392006,2.9677080868162733
5.832,1.909452112651317,-1.4349968301151605
5.836,1.618579290406364,-3.5429589201266793
5.84,1.6469717699805746,0.9907839431518397
5.844,1.9445232029120532,0.6258521265847392
5.848,2.075434318092759,-5.526786266866004
5.852,3.3969269064968737,-2.436400142101782
5.856,5.972553487882389,6.4866102058163335
5.86,6.386844416373364,3.789609423482098
5.864,3.918252737404927,-4.759351836029985
5.868,2.314369384697072,-2.581321502243327
5.872,2.976380903651285,4.193460741151462
5.876,3.9629297525530327,3.253897132328362
5.88,4.190940023914025,0.1696045388738554
5.884,3.323055281554184,1.3993407426284108
5.888,1.6293007008868852,2.398081345151617
5.892,0.5925297950620436,2.9377511259416167
5.896,0.30880659233800056,6.36209157226903
5.9,-0.25382135803623207,6.04333453050203
5.904,-0.7477424305711478,-1.7852854862810332
5.908,-1.1158396465318394,-5.17945067842134
5.912,-1.7320040381857396,1.7254593627114332
5.916,-1.300063115682757,6.365407089496202
5.92,-0.13260798023482545,2.35796086279489
5.924,-0.6633471391960426,-1.6573543540208107
5.928,-1.794395472085342,-3.02235003816525
5.932,-1.5774284535663508,-6.1071365054361095
5.936,-2.3183173706388978,-7.774278062723912
5.94,-4.1900987952759,-4.41631227861534
5.944,-3.68271222821812,-0.8217746577597715
5.948,-2.367275931830288,0.06932106855123976
5.952,-3.5764850081158124,1.640438680987323
5.956,-4.256979499311205,4.286806906490643
5.96,-2.4733666541757087,4.092037904364297
5.964,-1.8684614732899547,2.035518045104464
5.968,-2.533346262886302,3.108592964696907
5.972,-1.6235190517613205,4.52154159089331
5.976,-0.9728737417495532,0.10200866883762671
5.98,-2.3402360441706005,-3.813126352217566
5.984,-3.4584122452293347,1.038293064683561
5.988,-3.821853949821261,5.495003545822961
5.992,-4.1528228216739285,0.4510732478381385
5.996,-3.033995162040532,-4.666400799077774
6.0,-1.460015372431217,-3.031776107529762
6.004,-2.028139098104871,-2.171290382070879
6.008,-2.3451838526062914,-3.7304300816440588
6.012,-0.2588937311645134,-2.204534064875844
6.016,0.26234613332923384,-1.1833871357210306
6.02,-1.5986623366277875,-4.520500575380346
6.024,-0.9247082560409601,-5.610946346729268
6.028,0.5469200311130249,-2.5070950696299334
6.032,-2.9008058639824883,-3.227480395397805
6.036,-6.464130619052101,-7.988704168898241
6.04,-3.5512397261473527,-7.7877450791879355
6.044,-0.6557791400596524,-2.063242105919965
6.048,-3.5644226122935505,1.598475637249173
6.052,-5.584002619235953,1.1163926489299776
6.056,-4.114947374440461,-1.4584250167238384
6.06,-5.3240112008907765,-4.996938567463793
6.064,-7.346703376290791,-5.633592591346966
6.068,-4.881157004850433,-1.7998872402010804
6.072,-3.253779617322945,-0.25913735965986007
6.076,-5.815761937522213,-3.500886137069056
6.08,-5.465773390673238,-4.455977882466698
6.084,-1.1752081755514334,-2.379138680169392
6.088,0.42274791353100183,-3.850079708128689
6.092,-0.32462476399364815,-7.743263089467119
6.096,-0.9738894757241532,-8.365552452881953
6.1,-3.8149247226436183,-7.178048349479223
6.104,-5.969246702181386,-8.485126913928191
6.108,-2.575749302242558,-10.283766917733177
6.112,0.2219106486882232,-6.877491963915736
6.116,-3.7738032948302154,0.2861151534829993
6.12,-7.902932589432744,1.389040068065464
6.124,-6.503515272989267,-4.977314181171936
6.128,-4.207134112501945,-7.085433099064437
6.132,-3.6875951025919482,-2.7170631192200094
6.136,-2.0414344892138887,-2.5136407614535816
6.14,0.3393673396652828,-5.44961510780006
6.144,0.832785260914261,-2.9662306835284014
6.148,-0.1151045026665305,-0.276620436923551
6.152,-1.6520494903652834,-2.7035034480725866
6.156,-4.017871471418512,-2.853167375567038
6.16,-5.7371851490059145,-0.5249274989267754
6.164,-4.987388647446668,-3.7837941846625256
6.168,-3.028436077888713,-8.194263621023119
6.172,-2.438747018297848,-5.756102591171016
6.176,-3.098801511009877,-1.2860987886561972
6.18,-2.9286548481005132,-1.2818476047336151
6.184,-1.9191272273365654,-4.929027514280158
6.188,-1.6687810439030748,-8.906294986123365
6.192,-1.8681269379344183,-9.185118234059493
6.196,-1.8192327399063246,-6.348467041602662
6.2,-2.720691027731105,-6.138286711054444
6.204,-4.376465555339294,-7.204327070708747
6.208,-4.576543014344691,-5.799041158895397
6.212,-3.6399931652574438,-7.558275775219922
6.216,-3.522239763480231,-11.534514949721046
6.22,-3.79274678219669,-6.328784305493874
6.224,-3.3899574190308273,2.797523578478822
6.228,-2.6346568128542964,0.7262821765892271
6.232,-1.9244037735518031,-6.3022511018426925
6.236,-1.9995068077922837,-5.480039403509625
6.24,-2.6548850706930116,-2.2248176756964586
6.244,-1.140314791429969,-2.4374022225676732
6.248,2.3283911558799693,-1.4333442043148619
6.252,2.6540029616753458,0.9123816468004247
6.256,-0.5635900321070431,1.8776251456718267
6.26,-1.3769300579354637,3.5191180903718458
6.264,1.2606793130359966,4.695689609541466
6.268,2.2125250679759016,3.645946597061
6.272,0.046209817871779135,4.535995408939282
6.276,-1.5249041044999117,6.038659283291466
6.28,-0.20352209967887935,1.860516616732065
6.284,2.3692832289675563,-4.059306584748294
6.288,3.2490780482337636,-5.321038762095316
6.292,2.0761855283876054,-4.6427773038597255
6.296,1.3792179812073813,-2.7234897258418203
6.3,2.227301114380867,2.6254799316672486
6.304,2.5691739333341403,5.634930103453614
6.308,1.3958238925600017,3.450928528528438
6.312,0.7686175920892796,2.8219516856446774
6.316,1.786452287425372,3.6071783631661836
6.32,2.442906233288494,0.005048928166005773
6.324,2.2208010851651903,-4.69773613216316
6.328,3.461035718712591,-5.860538357033317
6.332,4.842078095778921,-4.530038995098677
6.336,2.6693032453895595,-0.9242674185557815
6.34,-0.25385215016866014,0.9113547694122808
6.344,0.06288584613708548,-3.685385369408001
6.348,0.1942064547040967,-6.644198918511867
6.352,-1.070175908037686,-4.011316379861578
6.356,0.7780415737379686,-7.004929373567909
6.36,3.5675840369908838,-11.99192675046087
6.364,3.087172119629008,-3.054680228523016
6.368,3.6920224135440742,10.203202297237484
6.372,6.222887601140366,10.143012844800852
6.376,4.908290900951233,4.611445166947311
6.38,3.092083004709833,2.3509973992083273
6.384,6.147144305521324,-2.4411327635185103
6.388,7.314513577102359,-5.961653540031819
6.392,2.6125143914939857,-0.36536555606303356
6.396,-0.7115481148899314,6.822329226021131
6.4,-0.6350023037547835,7.578383783092336
6.404,-1.826093428845317,5.02449641634388
6.408,-3.310906143295149,3.7656641259291534
6.412,-1.722962529754073,4.262899284923481
6.416,1.7976554891298235,2.0679288924328683
6.42,3.7416689060357604,-3.9998278176823465
6.424,1.4024937531405854,-3.3119925039282245
6.428,-2.3749963443987516,7.265953904441925
6.432,-0.46241834994025366,11.935001185986785
6.436,5.349497220823985,5.548838236439565
6.44,5.333760154776033,2.516874844819584
6.444,0.07808710767268057,6.257269239003193
6.448,-1.689327975930258,6.282855819505162
6.452,-0.3113560709018861,1.6320802235175131
6.456,-0.3715008838649485,-0.08958927319844157
6.46,0.11793898806353287,2.783969000506506
6.464,1.5221619549218017,4.458428690788496
6.468,0.20586882494783554,0.26112557020067406
6.472,-1.038758000351915,-5.7593666976924265
6.476,2.1881638387970144,-7.7792729124226465
6.48,6.026844311180907,-7.953595105036783
6.484,6.627475816261265,-7.7888031047255435
6.488,6.340283808886429,-4.273617466142723
6.492,6.178276187622523,-1.4535172876408802
6.496,4.888230511431404,-3.9251082094283714
6.5,3.5776665622018937,-4.665009254051448
6.504,3.29116605754856,-0.1465002702947471
6.508,3.540990534347171,2.1074261814925372
6.512,4.436111756387385,1.2053993630768485
6.516,5.404574144307799,2.69841672155417
6.52,5.190879654613207,4.562106183789522
6.524,4.456473119287525,3.6392150626416004
6.528,4.424972275260634,2.6259142502168444
6.532,4.618703993543839,2.178395916784699
6.536,4.060934914949482,1.207089349518669
6.54,3.0305855374201704,1.117299958668721
6.544,2.626511894164415,1.016874547432152
6.548,2.524609065198549,-0.8416341572791557
6.552,1.4868849754890663,-1.126722421192301
6.556,1.0634464169831572,2.361084188622207
6.56,3.4911114794131892,4.775801507434478
6.564,6.091834476233246,2.0130239450696346
6.568,5.337450158619646,-2.1471570522753076
6.572,3.276919519655654,-1.3699449007993068
6.576,2.799810480157947,3.76199605767726
6.58,2.541338682942837,6.700384674295082
6.584,1.5781375799188133,6.089236089385372
6.588,2.01738991513085,7.063177295621488
6.592,3.9463288762200177,9.226342276598556
6.596,4.542140422532066,7.232908724540778
6.6,3.7165263637630734,3.283737295739952
6.604,3.9987230273926118,2.2554735651487485
6.608,4.265106840453065,-0.10262984360632377
6.612,1.998301239088017,-7.0920129403702985
6.616,0.46475325649899,-10.301125611364382
6.62,3.0208659078418263,-3.9881255766926764
6.624,5.161177275213679,3.6405423961937524
6.628,3.148253954862935,5.00037913139089
6.632,1.1393020035395889,4.103170920442171
6.636,1.4703189973180741,5.20522196476656
6.64,0.8341891029390136,6.196741166350593
6.644,-0.7614027154675964,6.728844979109855
6.648,-0.8662101392346945,8.108346332789456
6.652,-1.3829864536531444,7.825082023347773
6.656,-3.5871567999475396,5.598440241641034
6.66,-4.351923852063602,5.032248552746059
6.664,-3.1100067334470816,4.889015510838068
6.668,-2.3673851309151526,2.8009408387054693
6.672,-1.8026601552540273,2.484743945116862
6.676,-0.9418468887222593,4.5415587714432135
6.68,-1.6543832465366775,3.8867109482546693
6.684,-3.0966418998015066,2.178876841410996
6.688,-3.028380955617898,4.846353540359091
6.692,-2.870359536685411,8.163863305730992
6.696,-3.2114362926965607,6.345158952098652
6.7,-1.7913869827072948,3.621958720498121
6.704,0.34035182025432587,4.821312630341993
6.708,0.7669836566182858,4.746093245411952
6.712,0.8264710252917011,-0.36844849059044416
6.716,0.8149993183056086,-3.416479866561398
6.72,-0.7370783055035977,-0.4022141690073129
6.724,-1.520315577360885,1.744761990473632
6.728,-0.49166517487992323,1.0801380062991237
6.732,-1.4916701114886615,3.447416468144951
6.736,-4.052751021942022,6.372882381745654
6.74,-3.641355491615675,3.7280938044839917
6.744,-1.419940874635738,-0.07754674390802307
6.748,-0.5946120665820698,-0.47419014091056555
6.752,0.007089118764848967,-0.7339020822489051
6.756,0.5133515451892462,0.09919589033733889
6.76,-1.0845252247774555,4.755805377748842
6.764,-3.357027344178879,6.073642289788185
6.768,-3.650583039594581,0.5424310406583577
6.772,-2.26424645311387,-1.6409313019266265
6.776,-0.8762808405136758,2.598713159976974
6.78,-1.3185727554823492,4.000832035664193
6.784,-4.002406873257375,3.1677937187804717
6.788,-5.58602278178396,5.3158753325244765
6.792,-3.357642853964553,2.569680790348593
6.796,-0.080655418533925,-5.3911238804536445
6.8,0.9661995406894239,-3.2820929317099794
6.804,0.9313354532421286,5.3961973678043265
6.808,1.5645476966012444,3.3823707710599913
6.812,2.117714761928246,-1.640102350806603
6.816,1.3378275618340911,4.416776606804685
6.82,-1.171504953529764,11.154423180844816
6.824,-3.6486633002241105,10.417770654062622
6.828,-2.7536775202411645,10.104820246059575
6.832,0.4760040541732036,9.23469749226973
6.836,0.8983476508278804,3.534697714438563
6.84,-1.2641962720697237,1.254409776952361
6.844,-1.4617359091973368,5.218274846876886
6.848,-0.4273148236565956,8.2370854495428
6.852,-0.8160461968193099,9.71339829390533
6.856,-0.9925591519800512,9.925258265328035
6.86,-0.72580249314998,5.542031696566491
6.864,-1.9154829702667109,3.343314777528288
6.868,-2.29477944724058,10.059506154704316
6.872,0.05580959584563794,14.318075774536354
6.876,2.0135659737336247,7.058174498576645
6.88,1.9996956333431757,0.32080095603199044
6.884,1.3783471860034027,3.3959312852472605
6.888,0.10816450784426013,7.357662307040622
6.892,-0.874721429675096,6.689873765991605
6.896,0.5318212426603233,7.070512743232616
6.9,2.638936203589287,8.19534171618671
6.904,2.921727613806235,5.988101595271252
6.908,2.47620272039198,5.1873497458783895
6.912,2.1716606776118157,8.463921239739003
6.916,1.3091814645855835,9.302488116329787
6.92,0.5280325597346639,7.681598052957595
6.924,0.10875721207626649,9.340073493227507
6.928,-0.3319106969046942,10.803361386077984
6.932,0.5366301348961501,8.948858654709127
6.936,1.8711328271140948,10.31210894881362
6.94,-0.013594802945296358,14.126667482623365
6.944,-3.053932463144207,12.22242379400089
6.948,-1.661022839921852,8.460894099311906
6.952,1.750665218970807,9.376089682201325
6.956,1.4294637593444992,9.233276413377311
6.96,-0.6452648128398593,6.1759262866947475
6.964,-0.6190845944910501,7.780145821175537
6.968,-0.12635622290271442,12.02386952414566
6.972,-0.6672346344873394,10.07779359415906
6.976,-0.8725472895935842,4.363779361483674
6.98,-0.7010925852861545,3.632116583819446
6.984,-1.0814550688240625,7.84878638646024
6.988,-1.3994304029190383,9.444844222876668
6.992,-0.6611148942688856,6.322940621765298
6.996,0.5314195705545872,5.6461295811539625
7.0,0.7365184553388717,9.541455717007516
7.004,1.1009820144486975,8.883277314263141
7.008,4.2118870119707825,1.1136108808084133
7.012,7.276219099584759,-3.7654486420363025
7.016,5.021057678917434,-0.8667573168951028
7.02,0.21989988381951342,4.541500334153239
7.024,-0.8422117421549835,7.350648433629159
7.028,0.3622204938017384,6.925979429729932
7.032,0.0862105499082979,6.608593038971989
7.036,0.2032622452756585,8.323476127642738
7.04,1.652342974450069,8.209215125660819
7.044,1.404758435524016,5.320278741703933
7.048,-0.06214961832903265,4.516561676564406
7.052,0.7510007379835479,6.405606031849684
7.056,2.6384665248442634,7.974821905410366
7.06,1.6516378206655626,7.259711821242752
7.064,-1.3957106459162576,2.2427218882425857
7.068,-2.4662132102009124,-2.473646785305249
7.072,-0.7737876655092073,0.9039770235677747
7.076,1.4632876653197857,6.139518032472802
7.08,2.9433019242612337,4.172185484313039
7.084,3.085985021483549,2.770965480641925
7.088,1.2631853397997759,8.592309974357272
7.092,-1.1854879042710058,12.946324611282828
7.096,-1.5770054064167045,10.452722556380744
7.1,0.27682458121910436,6.349103380690672
7.104,1.6800718422661487,6.114169337362558
7.108,0.6632673609425783,11.10197123634964
7.112,-1.52358710353578,14.758268700138265
7.116,-1.819694953419435,8.845232745758505
7.12,0.19867747464060503,-0.5885914906096521
7.124,1.2935894108667432,-3.2865147600626505
7.128,0.6774921731420132,-2.5756111747975305
7.132,1.984727285975894,-1.8189537656519503
7.136,4.995455385665199,4.15999613200193
7.14,4.592641179016483,11.430054840798725
7.144,1.5239940064400785,9.213725696711501
7.148,1.2827155051021242,0.9144100166833927
7.152,2.6038689074034616,-1.9478033239328085
7.156,1.7171242202608226,0.2804970608396278
7.16,1.507170967355504,0.0300419268748085
7.164,3.682426097005715,-1.2202760277992153
7.168,4.036714325810294,2.435619204198172
7.172,2.125649204212899,6.326123188102532
7.176,1.2916289030202566,3.1511122173695236
7.18,0.8584030224593664,-0.73574140443409
7.184,-0.1768381016400784,1.6965201159784078
7.188,0.03606825725778129,2.7433838321163764
7.192,0.6909289003353152,-1.6838931330439961
7.196,-0.3588506909066188,-1.9548286100281838
7.2,-1.486322077854168,3.6689788553027864
7.204,-0.698568481184535,6.234050272046288
7.208,0.8335010611632518,4.701650575601372
7.212,1.453280603783671,2.311959402456301
7.216,1.0111533126355832,-1.8277056197708248
7.22,0.05548664191472552,-5.105356408880359
7.224,-0.9604910484487768,-4.844713309732171
7.228,-1.1815091677420149,-5.353185527703774
7.232,0.33315956189993967,-7.487468844088689
7.236,2.0321544761224057,-6.583017748721898
7.24,1.493424970377871,-3.574263107755765
7.244,0.5522120699307,-2.2487669683993015
7.248,1.6817112666761196,-3.186104264814411
7.252,2.4464805270669183,-6.096198352268946
7.256,1.2560899885270496,-7.196493906497641
7.26,0.4024917517204347,-2.2220938318122547
7.264,0.03297179576882292,3.101362210457301
7.268,-0.32275081155832136,2.1390353204557373
7.272,1.448867115560941,-0.0077519291760062
7.276,4.2694568454677935,0.8304355256487217
7.28,4.869863396360193,0.3833628234722335
7.284,4.315284957352203,-1.2714970197112825
7.288,3.8475479004569686,-0.19420891688462016
7.292,2.338022361015452,1.3525448697926796
7.296,1.117020987315021,0.8231079482662755
7.3,0.8962568287790618,0.8376524147232682
7.304,-0.3317118211018121,3.0405188087343626
7.308,-1.0659740655937333,6.640531567227908
7.312,-0.1541237210500952,9.848579216307868
7.316,-1.9882855212010684,9.2861089871279
7.32,-5.987494831494279,4.701043355141893
7.324,-5.280633710765461,1.5233883604086484
7.328,-1.1980916937986978,4.000178908291639
7.332,-0.6874960876471808,9.168962690918496
7.336,-2.6310181899770466,9.884148160369612
7.34,-2.332769245600881,4.977558993632702
7.344,-0.6767789994099122,1.5823105053187168
7.348,-0.34470289219748884,2.046248987476301
7.352,-1.844445064243236,0.6767288748157654
7.356,-4.106197301789182,-1.5272649764076118
7.36,-4.568921823288234,1.2260251710837484
7.364,-2.3828892473999206,4.420922422078267
7.368,-0.43563502501427553,1.8533025813849235
7.372,-0.4181165875629407,-1.0862361832134315
7.376,-0.8600501511775756,0.8958695863585184
7.38,-1.0081194865609033,3.1687153917119755
7.384,-1.2730494404392811,0.9442436803161864
7.388,-2.037995869902193,-4.303791340372611
7.392,-3.972259433752857,-8.659153700013324
7.396,-5.479358904589265,-8.58618630205671
7.4,-3.3956694361865742,-4.030277939833622
7.404,0.17759236061015138,-0.7990963006018124
7.408,0.04628051271708089,-2.99990194555636
7.412,-2.451702754016776,-5.09225435073907
7.416,-2.2397956350956645,-0.8702148272689172
7.42,0.11226845636003757,4.7395137133822
7.424,0.8370559419351395,3.869790600823535
7.428,-0.4648669297046255,-1.2095656872835008
7.432,-1.7640681977268806,-3.3242449782946073
7.436,-1.2529739184423059,-1.766453315984199
7.44,1.0267514654028447,-1.746764838103898
7.444,2.0455829530301872,-5.0698889980545285
7.448,0.11731051801705394,-6.605907103474529
7.452,-1.3381110719667721,-5.441579968328741
7.456,0.04887440920575448,-8.26719291853988
7.46,1.2983803771044067,-12.121991499810157
7.464,0.780942590110109,-7.193906879006732
7.468,0.9742066849199773,-0.054659555884073896
7.472,2.3099163062412402,-0.913911539417807
7.476,2.880587682309082,-2.691613326893515
7.48,2.88695959712657,-1.8683005499402894
7.484,3.11962929268593,-4.928894275564492
7.488,3.3712336182824703,-5.450532089944968
7.492,4.049147122353863,1.64238474284923
7.496,4.212995508087184,3.7990016275617
7.5,2.1974922759497595,-0.4521407025437494
7.504,0.5991109202606113,0.4778129720844744
7.508,1.815254288379621,2.4150882942349625
7.512,1.8194831216857086,-0.5816131202708181
7.516,-1.2689990831074403,-0.6424261644316571
7.52,-1.9449049201156652,0.4904324334493957
7.524,1.314887388412886,-4.713526880619153
7.528,3.1138885603223834,-6.363160779485035
7.532,2.519845974280519,2.3938246846867797
7.536,2.84513452494708,7.990949950819812
7.54,2.9329930253597034,3.8781824085982954
7.544,0.9553882919392338,0.7733812526146826
7.548,-0.12869173737397954,2.5680424639878776
7.552,1.1448173243538022,2.706923242001963
7.556,1.780678230650414,1.2032578288189635
7.56,0.6606337602021832,2.9112221109355527
7.564,-0.4032297346999587,5.244349909064273
7.568,-0.7426400491671616,3.1745049297104675
7.572,-0.4293797057687079,-0.4005035073098586
7.576,0.28139786016550783,0.13102781276652387
7.58,-0.3180280563631548,3.9528605047571297
7.584,-2.727742136125353,4.353869077503409
7.588,-4.7649668465007675,-3.7311034880509126
7.592,-5.242912250434527,-13.286821119378857
7.596,-4.370478113959984,-10.496815855550981
7.6,-2.2135325968643524,1.2264423860948437
7.604,-0.9654846734397275,4.929817677569762
7.608,-2.434956566895334,1.3642335798296652
7.612,-3.0748653400604793,2.3892907526833387
7.616,-0.10852164549577958,4.674080896686175
7.62,2.424037975563708,3.0986741341077932
7.624,1.419550342205521,2.2065021886605543
7.628,-0.45586317376693675,-0.050940016373254515
7.632,-1.1598196839041557,-5.040479863119314
7.636,-0.9178908503896084,-3.0041516416112337
7.64,0.7691255167741895,5.087004055775227
7.644,2.8974493072978267,7.294174075001054
7.648,2.8648968809499613,3.9574757188163208
7.652,1.0014709473101635,0.10392966253083635
7.656,-0.6928188455620674,-3.891949353635937
7.66,-2.3338334500758298,-2.9566721047267217
7.664,-3.7359471534140622,2.5885722882297433
7.668,-2.8937038204051295,2.6442124647878584
7.672,-0.054028738973054935,-1.045517768697751
7.676,1.8939527824986762,-0.3443953972884515
7.68,1.9972006213405766,-0.4820293799093731
7.684,1.4382805926738085,-5.009700297093084
7.688,0.1458025099562863,-5.870399781135603
7.692,-2.026989851389092,-0.9700947210411943
7.696,-3.26084921759939,3.8048387334939964
7.7,-3.2919898646483396,3.578776590707843
7.704,-4.235077852630582,-3.578875599143787
7.708,-5.2643627606342625,-9.962873625240464
7.712,-3.8756551064824984,-5.77794780089576
7.716,-1.7483837991920326,1.398665100846543
7.72,-0.8603529951199844,0.5478118321741201
7.724,0.8133954815548448,-1.6320035400037298
7.728,2.926192522970699,1.2800624675767018
7.732,1.9706165322860674,1.461889438369134
7.736,-0.5007894859051616,-4.873499666173572
7.74,-0.5346905310455776,-10.402987378824916
7.744,0.18242467870316492,-9.933044037036495
7.748,-0.8634209692516723,-6.560396054859261
7.752,-1.4646879436606195,-6.49037504251792
7.756,-0.9221704307092633,-10.008985473211052
7.76,-1.8960738634398968,-11.130501632182945
7.764,-3.1921919021624596,-9.003383076959022
7.768,-1.8610585805830322,-6.915890608980492
7.772,-1.1323972172627101,-3.4697501057794913
7.776,-4.391258575200651,-0.44097182385370104
7.78,-6.580152536826862,-3.7949588839094375
7.784,-3.9200743627491406,-8.26095354570434
7.788,-2.4745048635686295,-5.519741061444519
7.792,-5.226841279138438,-1.5994552053311164
7.796,-5.276023101693335,-2.524591072292159
7.8,-1.2090148789176576,-3.235280657377759
7.804,-0.7830825697396628,-2.635084154402781
7.808,-4.582588061584511,-3.664081620097079
7.812,-5.434004862478744,-3.527633665977712
7.816,-2.8309701525307855,-2.125887837059631
7.82,-1.5313545237497719,-1.4658369185213065
7.824,-1.8847318550675087,3.005142522735591
7.828,-2.2521678611436196,9.239833879709607
7.832,-3.095637337980717,6.514388377965579
7.836,-3.8496462168143566,-1.360540888712297
7.84,-2.983840366988616,-1.6755110750884405
7.844,-1.7787404413599504,2.7418252481058136
7.848,-2.407581953923942,4.5713203044503175
7.852,-3.445489673496417,7.568290443397892
7.856,-2.295993855046582,12.600538957432022
7.86,-0.7097558218937161,13.151562486472844
7.864,-1.8807573981151542,9.27928767652009
7.868,-3.4842317038474455,6.774294707172439
7.872,-1.606155730554054,7.051151311997987
7.876,1.0927951662023112,7.460338803390888
7.88,0.5328824055376984,6.4315431109029415
7.884,-0.8540727407018123,4.702993103041129
7.888,-0.037773842108988376,2.677376584702351
7.892,1.228886448162008,0.8911885527450263
7.896,2.1126596051456676,2.4547227596267316
7.9,3.0761119422512655,5.0433136910654355
7.904,1.59816472403112,0.24242255957136827
7.908,-1.950195313323695,-6.467820496785297
7.912,-1.845176423539126,-0.9029614852002723
7.916,1.64992598066745,8.415622460945624
7.92,1.4171349298314224,4.66081166807856
7.924,-2.57179035028277,-1.891559236295386
7.928,-3.467615246543642,2.7571056256305795
7.932,-0.7907381719719986,7.151060942265687
7.936,0.3209982596240888,2.8262652581842467
7.94,-0.7416920379520633,-0.18647684268503184
7.944,-0.6480433583740739,-0.003490122505965587
7.948,1.1447028919497644,-2.8000749080192158
7.952,1.991269292819478,-4.018402196875975
7.956,0.7292731863225974,-0.9874156812013677
7.96,-0.13716900353439243,-0.2726184924915991
7.964,1.4764923485580388,0.6512048229871574
7.968,3.1890845918019926,7.360019079996766
7.972,2.2793320265030497,9.556647342165554
7.976,0.7376128322808864,1.0830558797718481
7.98,1.0468021768554197,-2.1891328181212977
7.984,1.3599569958940574,7.278481098963766
7.988,-0.23683545160329622,12.863464742358076
7.992,-1.5814194512803113,7.000014378612928
7.996,-0.731732639512499,1.8800782051144758
8.0,0.032782116266247385,1.9604633208940996
8.004,-1.5977967206616563,2.3520863146424347
8.008,-3.4444339621142515,4.088813627679052
8.012,-3.0404582432314626,5.494024115721778
8.016,-2.2463077601209855,0.911140530729682
8.02,-2.759365909990116,-4.254737263393768
8.024,-2.7581427351220302,-3.281367841834829
8.028,-1.7785580036415833,-1.10482549224802
8.032,-1.7885623167091875,0.07538502942260195
8.036,-2.6580549889370246,2.2082206466894636
8.04,-2.9215389344902,-0.35434292060782013
8.044,-2.022965925235214,-6.462430909578373
8.048,0.38991312463048367,-4.604735627397934
8.052,2.203179028514052,0.8885476054371306
8.056,0.13978123041742307,-1.6724221943054527
8.06,-2.7971897683838094,-3.9704327272195883
8.064,-1.5447474010841988,0.6022799583916694
8.068,0.5280197810153915,-0.23480113280959003
8.072,-1.221213195655106,-6.438723996058524
8.076,-3.046267168168413,-5.159365323228737
8.08,-2.096388367914942,-1.7515380703553465
8.084,-1.7141740803453311,-3.9660517494757297
8.088,-1.7335655056219217,-3.0175316769226805
8.092,0.041552722040343326,1.2123020007040317
